date,value
2023-04-25,10000.0
2023-04-26,10000.0
2023-04-27,10000.0
2023-04-28,10000.0
2023-05-02,10000.0
2023-05-03,10000.0
2023-05-04,10000.0
2023-05-05,10000.0
2023-05-08,10000.0
2023-05-09,10000.0
2023-05-10,10000.0
2023-05-11,10000.0
2023-05-12,10000.0
2023-05-15,10000.0
2023-05-16,10000.0
2023-05-17,10000.0
2023-05-18,10000.0
2023-05-19,10000.0
2023-05-22,10000.0
2023-05-23,10000.0
2023-05-24,10000.0
2023-05-25,10064.806673509978
2023-05-26,9982.906435472869
2023-05-29,9867.8507436
2023-05-30,9867.8507436
2023-05-31,9867.8507436
2023-06-01,10012.66536722671
2023-06-02,9997.265709023584
2023-06-05,9904.934226388166
2023-06-06,9858.46040009422
2023-06-07,9950.960323800276
2023-06-08,9983.46040009422
2023-06-09,9988.460323800276
2023-06-12,10043.460628976056
2023-06-13,9938.045162943381
2023-06-14,9938.045162943381
2023-06-15,9938.045162943381
2023-06-16,9938.045162943381
2023-06-19,10072.582242972678
2023-06-20,10201.62512014758
2023-06-21,10411.029918511042
2023-06-22,10247.58433476893
2023-06-23,10247.58433476893
2023-06-26,10401.515777920784
2023-06-27,10379.46603426844
2023-06-28,10515.125191927902
2023-06-30,10515.125191927902
2023-07-03,10515.125191927902
2023-07-04,10515.125191927902
2023-07-05,10515.125191927902
2023-07-06,10515.125191927902
2023-07-07,10515.125191927902
2023-07-10,10515.125191927902
2023-07-11,10510.88919903087
2023-07-12,10488.88911510753
2023-07-13,10502.63911510753
2023-07-14,10579.63919903087
2023-07-17,10598.88911510753
2023-07-18,10519.447095733995
2023-07-19,10519.447095733995
2023-07-20,10435.448710209244
2023-07-21,10660.448710209244
2023-07-24,10577.948824650162
2023-07-25,10532.42758128579
2023-07-26,10532.42758128579
2023-07-27,10532.42758128579
2023-07-28,10532.42758128579
2023-07-31,10532.42758128579
2023-08-01,10532.42758128579
2023-08-02,10532.42758128579
2023-08-03,10532.42758128579
2023-08-04,10532.42758128579
2023-08-07,10532.42758128579
2023-08-08,10532.42758128579
2023-08-09,10674.787601763084
2023-08-10,10570.879176897075
2023-08-11,10570.879176897075
2023-08-14,10570.879176897075
2023-08-16,10570.879176897075
2023-08-17,10570.879176897075
2023-08-18,10570.879176897075
2023-08-21,10570.879176897075
2023-08-22,10570.879176897075
2023-08-23,10570.879176897075
2023-08-24,10570.879176897075
2023-08-25,10570.879176897075
2023-08-28,10570.879176897075
2023-08-29,10570.879176897075
2023-08-30,10570.879176897075
2023-08-31,10570.879176897075
2023-09-01,10570.879176897075
2023-09-04,10570.879176897075
2023-09-05,10570.879176897075
2023-09-06,10570.879176897075
2023-09-07,10570.879176897075
2023-09-08,10570.879176897075
2023-09-11,10570.879176897075
2023-09-12,10383.20150312132
2023-09-13,10383.20150312132
2023-09-14,10383.20150312132
2023-09-15,10458.89110312132
2023-09-18,10396.22352182498
2023-09-20,10391.885492896843
2023-09-21,10391.885492896843
2023-09-22,10391.885492896843
2023-09-25,10391.885492896843
2023-09-26,10391.885492896843
2023-09-27,10391.885492896843
2023-09-28,10272.125975055002
2023-09-29,10272.125975055002
2023-10-03,10272.125975055002
2023-10-04,10163.686778304422
2023-10-05,10163.686778304422
2023-10-06,10133.654806905495
2023-10-09,9996.559019971555
2023-10-10,9996.559019971555
2023-10-11,9972.703517627804
2023-10-12,10058.303615284054
2023-10-13,10070.303615284054
2023-10-16,10135.103419971554
2023-10-17,10221.503322315304
2023-10-18,10214.303615284054
2023-10-19,10179.903224659054
2023-10-20,10141.503322315304
2023-10-23,10032.88105118088
2023-10-25,10032.88105118088
2023-10-26,10032.88105118088
2023-10-27,10032.88105118088
2023-10-30,10032.88105118088
2023-10-31,10032.88105118088
2023-11-01,10032.88105118088
2023-11-02,10032.88105118088
2023-11-03,10032.88105118088
2023-11-06,10032.88105118088
2023-11-07,10032.88105118088
2023-11-08,10032.88105118088
2023-11-09,10032.88105118088
2023-11-10,10032.88105118088
2023-11-13,10032.88105118088
2023-11-15,9979.89752828904
2023-11-16,10056.255562364968
2023-11-17,9889.256393451687
2023-11-20,9889.256393451687
2023-11-21,9889.256393451687
2023-11-22,9889.256393451687
2023-11-23,9889.256393451687
2023-11-24,9889.256393451687
2023-11-28,9889.256393451687
2023-11-29,9889.256393451687
2023-11-30,9889.256393451687
2023-12-01,9889.256393451687
2023-12-04,10161.236800299832
2023-12-05,10095.200918584556
2023-12-06,10291.690872100182
2023-12-07,10348.44751039155
2023-12-08,10204.073103812876
2023-12-11,10236.445633561412
2023-12-12,10227.311565536937
2023-12-13,10209.011272568187
2023-12-14,10338.46676137756
2023-12-15,10338.46676137756
2023-12-18,10338.46676137756
2023-12-19,10338.46676137756
2023-12-20,10338.46676137756
2023-12-21,10338.46676137756
2023-12-22,10338.46676137756
2023-12-26,10262.710154772962
2023-12-27,10207.1921006714
2023-12-28,10158.1921006714
2023-12-29,10189.341758874525
2024-01-01,10228.230669745648
2024-01-02,10194.346590076168
2024-01-03,10185.42141917773
2024-01-04,10230.854449879222
2024-01-05,10226.262607227854
2024-01-08,9972.759872412214
2024-01-09,9972.759872412214
2024-01-10,9972.759872412214
2024-01-11,9934.923870068465
2024-01-12,9924.515325593562
2024-01-15,9924.515325593562
2024-01-16,9924.515325593562
2024-01-17,9924.515325593562
2024-01-18,9924.515325593562
2024-01-19,9924.515325593562
2024-01-23,9749.81006248587
2024-01-24,9749.81006248587
2024-01-25,9749.81006248587
2024-01-29,9749.81006248587
2024-01-30,9718.82179560965
2024-01-31,9713.32161250418
2024-02-01,9732.321551469026
2024-02-02,9778.833235107666
2024-02-05,9778.833235107666
2024-02-06,9778.833235107666
2024-02-07,9577.950801402076
2024-02-08,9577.950801402076
2024-02-09,9577.950801402076
2024-02-12,9577.950801402076
2024-02-13,9577.950801402076
2024-02-14,9577.950801402076
2024-02-15,9577.950801402076
2024-02-16,9577.950801402076
2024-02-19,9577.950801402076
2024-02-20,9577.950801402076
2024-02-21,9577.950801402076
2024-02-22,9577.950801402076
2024-02-23,9577.950801402076
2024-02-26,9577.950801402076
2024-02-27,9577.950801402076
2024-02-28,9577.950801402076
2024-02-29,9577.950801402076
2024-03-01,9577.950801402076
2024-03-04,9577.950801402076
2024-03-05,9577.950801402076
2024-03-06,9577.950801402076
2024-03-07,9577.950801402076
2024-03-11,9577.950801402076
2024-03-12,9577.950801402076
2024-03-13,9577.950801402076
2024-03-14,9577.950801402076
2024-03-15,9577.950801402076
2024-03-18,9577.950801402076
2024-03-19,9577.950801402076
2024-03-20,9577.950801402076
2024-03-21,9577.950801402076
2024-03-22,9577.950801402076
2024-03-26,9577.950801402076
2024-03-27,9577.950801402076
2024-03-28,9577.950801402076
2024-04-01,9577.950801402076
2024-04-02,9577.950801402076
2024-04-03,9577.950801402076
2024-04-04,9577.950801402076
2024-04-05,9577.950801402076
2024-04-08,9577.950801402076
2024-04-09,9577.950801402076
2024-04-10,9577.950801402076
2024-04-12,9577.950801402076
2024-04-15,9577.950801402076
2024-04-16,9577.950801402076
2024-04-18,9577.950801402076
2024-04-19,9577.950801402076
2024-04-22,9577.950801402076
2024-04-23,9577.950801402076
2024-04-24,9577.950801402076
2024-04-25,9577.950801402076
2024-04-26,9577.950801402076
2024-04-29,9577.950801402076
2024-04-30,9577.950801402076
2024-05-02,9577.950801402076
2024-05-03,9577.950801402076
2024-05-06,9577.950801402076
2024-05-07,9577.950801402076
2024-05-08,9577.950801402076
2024-05-09,9577.950801402076
2024-05-10,9577.950801402076
2024-05-13,9577.950801402076
2024-05-14,9577.950801402076
2024-05-15,9577.950801402076
2024-05-16,9577.950801402076
2024-05-17,9577.950801402076
2024-05-21,9577.950801402076
2024-05-22,9577.950801402076
2024-05-23,9577.950801402076
2024-05-24,9577.950801402076
2024-05-27,9577.950801402076
2024-05-28,9577.950801402076
2024-05-29,9577.950801402076
2024-05-30,9577.950801402076
2024-05-31,9577.950801402076
2024-06-03,9577.950801402076
2024-06-04,9577.950801402076
2024-06-05,9577.950801402076
2024-06-06,9577.950801402076
2024-06-07,9577.950801402076
2024-06-10,9577.950801402076
2024-06-11,9577.950801402076
2024-06-12,9577.950801402076
2024-06-13,9577.950801402076
2024-06-14,9577.950801402076
2024-06-18,9577.950801402076
2024-06-19,9577.950801402076
2024-06-20,9577.950801402076
2024-06-21,9577.950801402076
2024-06-24,9577.950801402076
2024-06-25,9577.950801402076
2024-06-26,9577.950801402076
2024-06-27,9577.950801402076
2024-06-28,9577.950801402076
2024-07-01,9577.950801402076
2024-07-02,9577.950801402076
2024-07-03,9577.950801402076
2024-07-04,9577.950801402076
2024-07-05,9577.950801402076
2024-07-08,9577.950801402076
2024-07-09,9577.950801402076
2024-07-10,9577.950801402076
2024-07-11,9577.950801402076
2024-07-12,9577.950801402076
2024-07-15,9577.950801402076
2024-07-16,9577.950801402076
2024-07-18,9577.950801402076
2024-07-19,9577.950801402076
2024-07-22,9577.950801402076
2024-07-23,9577.950801402076
2024-07-24,9577.950801402076
2024-07-25,9577.950801402076
2024-07-26,9577.950801402076
2024-07-29,9577.950801402076
2024-07-30,9577.950801402076
2024-07-31,9577.950801402076
2024-08-01,9577.950801402076
2024-08-02,9577.950801402076
2024-08-05,9577.950801402076
2024-08-06,9577.950801402076
2024-08-07,9577.950801402076
2024-08-08,9577.950801402076
2024-08-09,9577.950801402076
2024-08-12,9577.950801402076
2024-08-13,9577.950801402076
2024-08-14,9577.950801402076
2024-08-16,9577.950801402076
2024-08-19,9577.950801402076
2024-08-20,9577.950801402076
2024-08-21,9703.498061631568
2024-08-22,9554.70387356676
2024-08-23,9558.85898811754
2024-08-26,9658.95890266832
2024-08-27,9596.237513791759
2024-08-28,9596.237513791759
2024-08-29,9576.553712418467
2024-08-30,9676.303712418467
2024-09-02,9428.847085154923
2024-09-03,9428.847085154923
2024-09-04,9504.395057811173
2024-09-05,9435.67689400502
2024-09-06,9289.055346716752
2024-09-09,9289.055346716752
2024-09-10,9289.055346716752
2024-09-11,9289.055346716752
2024-09-12,9289.055346716752
2024-09-13,9242.127031665483
2024-09-16,9313.106706958451
2024-09-17,9321.016741138139
2024-09-18,9523.222681842357
2024-09-19,9523.222681842357
2024-09-20,9523.222681842357
2024-09-23,9523.222681842357
2024-09-24,9523.222681842357
2024-09-25,9523.222681842357
2024-09-26,9556.845964215405
2024-09-27,9524.928998187572
2024-09-30,9524.808819556274
2024-10-01,9523.102154517212
2024-10-03,9504.011522714776
2024-10-04,9504.011522714776
2024-10-07,9504.011522714776
2024-10-08,9504.011522714776
2024-10-09,9725.9774012304
2024-10-10,9651.942571078765
2024-10-11,9684.644743735014
2024-10-14,9588.394743735014
2024-10-15,9612.194548422514
2024-10-16,9665.944548422514
2024-10-17,9671.344450766264
2024-10-18,9686.444548422514
2024-10-21,9803.444548422514
2024-10-22,9701.544646078764
2024-10-23,9371.292856963091
2024-10-24,9371.292856963091
2024-10-25,9371.292856963091
2024-10-28,9371.292856963091
2024-10-29,9371.292856963091
2024-10-30,9371.292856963091
2024-10-31,9371.292856963091
2024-11-01,9371.292856963091
2024-11-04,9371.292856963091
2024-11-05,9371.292856963091
2024-11-06,9371.292856963091
2024-11-07,9371.292856963091
2024-11-08,9371.292856963091
2024-11-11,9371.292856963091
2024-11-12,9371.292856963091
2024-11-13,9371.292856963091
2024-11-14,9371.292856963091
2024-11-18,9371.292856963091
2024-11-19,9371.292856963091
2024-11-21,9371.292856963091
2024-11-22,9371.292856963091
2024-11-25,9371.292856963091
2024-11-26,9371.292856963091
2024-11-27,9371.292856963091
2024-11-28,9327.217667998248
2024-11-29,9278.467667998248
2024-12-02,9322.452366724749
2024-12-03,9395.910646754046
2024-12-04,9406.010744410296
2024-12-05,9389.059587664959
2024-12-06,9389.059587664959
2024-12-09,9389.059587664959
2024-12-10,9389.059587664959
2024-12-11,9438.421312323162
2024-12-12,9391.221605291912
2024-12-13,9340.421312323162
2024-12-16,9563.621507635662
2024-12-17,9601.421312323162
2024-12-18,9557.221605291912
2024-12-19,9487.61144476076
2024-12-20,9487.61144476076
2024-12-23,9487.61144476076
2024-12-24,9487.61144476076
2024-12-26,9487.61144476076
2024-12-27,9487.61144476076
2024-12-30,9424.781595102557
2024-12-31,9383.300480096306
2024-12-31,9383.300480096306
